predicted_emotion,mean_x,mean_y,mean_z,std_x,std_y,std_z,variance_x,variance_y,variance_z,rms_x,rms_y,rms_z,max_x,max_y,max_z,min_x,min_y,min_z,peak_to_peak_x,peak_to_peak_y,peak_to_peak_z,skewness_x,skewness_y,skewness_z,kurtosis_x,kurtosis_y,kurtosis_z,zero_crossing_rate_x,zero_crossing_rate_y,zero_crossing_rate_z,sma,mean_magnitude,std_magnitude,variance_magnitude,rms_magnitude,max_magnitude,min_magnitude,peak_to_peak_magnitude,skewness_magnitude,kurtosis_magnitude,zero_crossing_rate_magnitude,euclidean_norm,mean_pitch,mean_roll,correlation_xy,correlation_xz,correlation_yz,dominant_frequency_x,spectral_entropy_x,psd_mean_x,energy_x,bandwidth_x,spectral_centroid_x,dominant_frequency_y,spectral_entropy_y,psd_mean_y,energy_y,bandwidth_y,spectral_centroid_y,dominant_frequency_z,spectral_entropy_z,psd_mean_z,energy_z,bandwidth_z,spectral_centroid_z,dominant_frequency_magnitude,spectral_entropy_magnitude,psd_mean_magnitude,energy_magnitude,bandwidth_magnitude,spectral_centroid_magnitude,25th_percentile_x,25th_percentile_y,25th_percentile_z,75th_percentile_x,75th_percentile_y,75th_percentile_z,25th_percentile_magnitude,75th_percentile_magnitude,wavelet_energy_approx_x,wavelet_energy_approx_y,wavelet_energy_approx_z,wavelet_energy_approx_magnitude
2,-0.7638754830160714,0.7311899082480225,0.6477971900061165,2.089640512564611,0.8882930224469704,0.8126537533139998,4.36659747175129,0.7890644937279739,0.6604061227753312,2.224882744169752,1.1505230009225045,1.0392532521744406,5.7677451002627285,7.581119354302438,3.1833780534700664,-11.655386439508023,-7.149418251556042,-8.031635954998162,17.42313153977075,14.73053760585848,11.215014008468229,-2.3017077357565308,0.48739297101190304,-3.0548654353486953,4.840567655178273,10.386033434496564,19.354457329345387,99,82,24,4303.177920044454,1.9250331414280057,1.9100002951609794,3.648101127515028,2.711798982799279,12.201976929617043,0.32412268075505496,11.877854248861988,2.306520618985709,4.67010690202744,0,1.9250331414280057,21.484949261518878,-8.654559530679556,-0.479901648555295,0.5042366654871323,0.07715645659458781,0.0,2.9553028846788445,0.15942968066812394,1327.3583417869147,0.9999999999999999,0.343254392923448,0.0,2.743824644886941,0.034105491591089845,19.597492144705534,5.183333333333334,1.295940795392768,0.0,2.424177293251117,0.024398245356252346,28.944554627957192,2.6833333333333336,0.8670123241965235,0.0,1.6306493888331268,0.13371728291557827,1272.529676963644,0.6,0.3663489352615823,-0.573462231110057,0.22594389914586271,0.5154120631482058,0.22003693714570005,1.1748682405414757,1.020929566417013,0.9059413035701642,1.9478368727535649,6989.390442921814,1589.1894919946674,1413.7303065643632,10726.927152435368
2,0.1670966639438343,-0.4244766656218018,-0.4459358343606862,0.5560783742786175,0.7557980714536255,0.9559903249860979,0.3092231583403502,0.5712307248130197,0.9139175014670251,0.5806414155410452,0.8668397570891765,1.0548821118181815,2.793595415713755,4.446274309350533,2.820448549676884,-4.075098221902761,-1.642477685026381,-3.3005063089246627,6.8686936376165155,6.0887519943769135,6.1209548586015465,-1.9142541259525137,2.8440868034980276,-0.05983405470997834,11.277505715145514,9.419166158441968,0.3143672649588529,140,30,66,2826.6027205707414,1.230888829213672,0.8283988036344055,0.6862445778629144,1.4836886087538443,5.693998308212297,0.14108729238422588,5.552911015828071,1.1624409517786238,1.5341946753301818,0,1.230888829213672,-34.56861423469539,12.005929537974344,-0.43313675148654807,-0.43825574941956713,0.7205141099045451,0.0,4.316691283054798,0.014686288334719548,4.636370610700276,2.466666666666667,0.8384354318987505,0.0,2.678436174443515,0.011329368765649467,17.369791804018874,3.05,0.8206359589892203,0.016666666666666666,2.269675305541997,0.06362582437796818,418.039505458464,0.13333333333333333,0.165964426706838,0.0,1.0176595571904337,0.03891756260698193,124.96327406050835,0.31666666666666665,0.28252970106681025,0.028999966018092543,-0.84629396793244,-1.0319458231553793,0.34020080455477353,-0.2672006806190291,0.20317820092905264,0.49420212342251546,1.7616285837562067,367.00538944150827,1072.1795045757094,1613.8730396238172,3249.293634352763
2,0.39622375714329616,0.5936337617092172,0.6203643869438065,0.617309427353265,0.8962332477247787,0.7735695354965035,0.3810709290992159,0.8032340343273047,0.5984098262482762,0.7335285916881261,1.0750046871378471,0.9915955822997806,3.0686445540899663,3.6759591627096753,2.269045805439534,-2.953247489350113,-2.412891399480352,-2.9476569391150473,6.021892043440079,6.088850562190027,5.216702744554581,0.025344633403908686,0.0863138147264553,-1.7203454106421503,1.9302189815134168,-0.2438740957314467,3.6072231792808975,110,59,22,3526.8749481039604,1.5025947379905755,0.6474334903229675,0.4191701243917801,1.6361421304485582,4.124009672911185,0.2288490669610821,3.8951606059501023,0.7154891563763915,0.1901757309054486,0,1.5025947379905755,18.02578958729729,18.73572676376589,-0.1088083530903757,-0.2830998240941174,0.7867478348394464,0.0,3.124184844304216,0.028030333726532502,10.905343110346307,2.466666666666667,1.0874560236192594,0.0,2.522546955665565,0.06068314119213872,131.0861949259702,1.4000000000000001,0.6060242666220614,0.0,2.0040585802944584,0.027711027308153276,48.53125330534271,0.7,0.46220571688516676,0.0,0.6520246366140128,0.0355573407752658,30.235472337747403,1.95,0.801017189789599,0.03251657360861987,-0.03218749644846939,0.4457738300071551,0.7301969454719427,1.1501869213269016,1.0977417970304406,1.0474577388897863,1.9353763935913222,618.5463455200585,1601.0665748347192,1421.6880204394724,3911.346221633662
1,0.06617498520984286,-0.2159645088153834,0.1271566144771808,0.4609178058171132,0.587974053978519,0.5909081921372988,0.21244522371926208,0.3457134881519343,0.3491724915349709,0.4656440189530893,0.6263817982826482,0.6044346913772151,2.0402204346070474,2.6418379879308085,1.9213501057583517,-1.96689610124688,-2.3038898272606554,-1.9380819237553162,4.007116535853927,4.945727815191464,3.859432029513668,-0.3239511464306119,1.1979084993582259,-0.05697121022521264,1.7501416258344062,2.127055597265302,0.376017611601394,113,51,82,2025.057854302328,0.8738332244834093,0.4592769333809243,0.21093530153578596,0.9871776971482178,3.1323712317319004,0.19665394273813952,2.935717288993761,1.6576325373240401,2.9482944010826944,0,0.8738332244834093,-27.238639357701487,6.915984844458201,-0.012271985758933762,-0.035282735908501825,0.883215043490849,0.016666666666666666,3.722446205230081,0.01595735661953614,10.050570285166568,1.9833333333333334,0.703671706320515,0.0,3.4350571118060333,0.02459275049198463,11.052351507137747,1.5666666666666667,0.6972523206436766,0.03333333333333333,3.269445554852657,0.02508757374763606,19.637534033609533,0.7833333333333333,0.45663476501876865,0.0,0.8383751016414069,0.021966637245029598,25.16721277124934,1.6833333333333333,0.6053344126703394,-0.20487639885755338,-0.5685463300913272,-0.211771228860815,0.3783252922959951,0.0452757181690452,0.4983548601227661,0.578389682594609,1.0414793258490924,260.4545513609454,524.5616145121028,500.7839853644167,1410.9458497180692
2,-0.024657152286001217,-0.0783914960218295,0.15845281133047412,0.6210613437609726,0.7769116781006558,0.7932760322180721,0.385717192714185,0.6035917555691769,0.6292868632916477,0.6215506156967749,0.7808565695553297,0.808946324987127,2.7657556361559004,2.89222471420749,3.498900856310314,-2.850028139518094,-2.0702567616952523,-2.5766468661505586,5.615783775673995,4.9624814759027425,6.075547722460873,-0.40410968759710064,0.8981970909829233,-0.2397667304927744,2.699501747511867,0.22346413625175154,0.18002802550292119,111,103,47,2631.1690050777474,1.1526532801272944,0.5673153643369135,0.32184672261272496,1.2847008627695928,4.058175508456784,0.18073467745554328,3.8774408310012403,1.2531847277487684,1.7505722313820802,0,1.1526532801272944,-13.94998742578852,-0.3638530886044764,-0.0918684108624137,-0.21239432753536824,0.8468020371412862,0.1,4.244010228315683,0.026064924616622524,14.512783336058899,1.8833333333333333,0.8303081371646058,0.016666666666666666,3.303916465457416,0.02345921478008405,24.29704239152678,1.9166666666666667,0.6653160684209399,0.016666666666666666,3.2639454783830844,0.04814361537949399,78.26022917274045,0.7166666666666666,0.4009854733864364,0.0,0.775221952218855,0.021317048960222778,10.226597185583696,1.95,0.7213106601111324,-0.2852866093654905,-0.7158418449652046,-0.44527982350743844,0.26817303288866984,0.3554030561548163,0.6952042294543297,0.75283780892513,1.474447169093057,455.0358146352442,832.692752320785,901.8657035980225,2409.4956832018124
2,0.028799293098174104,-0.35893470908469854,-0.6710291268639745,0.8474499598704804,1.0355261382616998,1.1404056623320702,0.7181714344844788,1.0723143830231892,1.3005250746790478,0.8479391686715702,1.0959692096080558,1.3231799438394143,2.9521735519987855,3.304673462677135,2.069165413686862,-2.948294748578196,-2.111084290172887,-3.288561225231317,5.900468300576982,5.415757752850022,5.357726638918179,0.1753675097915842,1.7291833860618102,0.4462723163740749,1.1873068424858588,2.3766286285819134,-0.6076806645450965,144,69,43,4022.3717126243073,1.769419488292398,0.734921206937373,0.540109180406285,1.9159735138971037,4.412774222970294,0.03428566933490787,4.378488553635386,0.8856157136166194,1.1412199403149992,0,1.769419488292398,-18.0286948362279,2.559679583162753,-0.24656760094508437,-0.27771349756707975,0.80917909747605,0.08333333333333333,3.892813107362295,0.03855881366837258,19.969222766281487,2.6833333333333336,1.2770814073872296,0.0,3.2045000016176415,0.04731288221280034,70.08584445137805,2.1,0.7896524917528626,0.0,2.7001996269330224,0.06448188883143476,60.80568263338801,1.6166666666666667,0.6348357686043632,0.0,0.6120083995770573,0.033067477660961096,11.214716746182214,3.9333333333333336,1.3028120603661018,-0.28641883700582527,-0.9782376363609089,-1.4057736036116342,0.32059291496623016,-0.19588609954557432,-0.027464666126876775,1.3509198762647945,2.1119278258605894,881.978536694169,1659.9917125517527,2492.708041160302,5364.607308130146
2,-0.16802202437418484,0.8165952252187386,0.01503569349126974,1.47455804723058,1.6521128078174985,1.387200375851802,2.174321434652461,2.7294767297546185,1.9243248827633805,1.4841000085328686,1.8429065336051802,1.387281858470781,2.511377377801328,4.36844986357741,2.770028535950744,-8.719864277362145,-3.123401910077639,-4.0702931369424995,11.231241655163473,7.491851773655048,6.840321672893244,-3.154320772426125,0.28319979899398046,-0.5968403128031464,11.60541214847751,-1.5584094562743285,-0.6588158425550454,63,47,55,5261.06124042197,2.383256963651406,1.3577534853503954,1.8434945269811467,2.7428832060031403,9.069561692348975,0.3589465257675665,8.710615166581409,1.190583458753397,2.9372981069418347,0,2.383256963651406,7.578482757588737,4.467229928853565,-0.3623239634625969,-0.26741872237334213,0.7960032820922178,0.03333333333333333,3.2001994156507667,0.12153027045344951,602.6746389923096,1.0499999999999998,0.375258249428484,0.016666666666666666,1.8803240951231703,0.19286429169717392,5346.508372375001,0.5666666666666667,0.239885899718044,0.016666666666666666,2.406731421195462,0.1209232572029623,1026.3759646346741,0.6,0.31404713369196446,0.0,0.8591625972534438,0.13853348947929583,1043.85929178021,0.4666666666666667,0.2949816700381856,-0.2916961433673678,-0.7079556316531123,-1.115438202081236,0.5327759622439909,2.472484907105714,1.3287048167060973,1.4834550740464505,3.1394657623076503,3047.1961128801468,4937.300634948127,2778.4439718042167,11090.558019252529
0,0.1991762322598009,-0.06001812262745769,0.2469747569665526,0.5227788656771276,0.6815847178081283,0.6329842100490187,0.2732977423986642,0.4645577275495859,0.40066901017138024,0.5594362464980923,0.6842221149548664,0.6794597418170322,3.467417839971265,3.496600341451067,2.2568983708236967,-1.7809071040399065,-2.6022569631798844,-2.3995925910138975,5.248324944011172,6.098857304630951,4.656490961837594,0.784656982752307,0.888540360321159,-0.3943367075882969,3.0314222620911866,1.690719633589158,0.5308853434088565,144,106,71,2234.878489667745,0.9741302511290554,0.5420928066987206,0.29386461107449646,1.1148068699282638,4.934387232605608,0.10162528229672296,4.832761950308885,1.657952809401734,4.669414258403641,0,0.9741302511290554,-19.026172191911954,10.655062403949307,0.1627190659158129,-0.190096689275526,0.7990557334772977,0.0,4.157212584290428,0.02551389356808603,3.95296283079317,2.85,1.4745010011266528,0.016666666666666666,4.547223620113303,0.05528597305225016,31.42987189696225,3.0333333333333337,1.201066181178708,0.0,3.6996163727178004,0.03958180570286131,20.199020257984557,2.3333333333333335,0.8913646658743515,0.0,0.9795806903801917,0.03165623663205207,14.790710819459257,4.266666666666667,1.3510630186178512,-0.07366516413902492,-0.5561977964956462,-0.16825651311262546,0.40552442974363473,0.3872696560743325,0.7836116047512794,0.571636460242096,1.2778954281474464,341.9064925060053,526.763645489814,593.7872019480762,1762.9002233514323
2,0.3180523498867946,-0.3330587732489204,-0.5471794437928875,0.656202643994385,0.8238369034785112,1.1236239725847672,0.43060190998522163,0.6787072435330618,1.2625308317671737,0.7292182164851162,0.8886143088939867,1.2497744498415173,2.459888281022895,3.6651540324356273,1.8975893332204896,-2.895971072590204,-1.8341607973250553,-3.2897926195969474,5.3558593536130985,5.499314829760682,5.187381952817437,-0.25076271387731236,1.807498390867419,-0.3314029682265931,-0.21161759084556397,2.6326909890747676,0.0220197994236484,51,38,35,3575.341995549502,1.536215241597405,0.7234455779015898,0.5233735041853652,1.698037329596007,4.033533283733708,0.22342681689381524,3.8101064668398927,0.798443456063964,0.1366190937633518,0,1.536215241597405,-20.73979539762875,13.471237736481031,-0.01241420172087635,-0.23461176433177533,0.6922832103923976,0.0,2.791985334631397,0.043408562572312764,159.31467291819902,1.0666666666666667,0.3760065132678322,0.0,2.876463325289713,0.035508814398524095,54.48619807945961,1.2666666666666666,0.5475530878335932,0.0,2.110182034566972,0.08235950388344004,527.7368769780364,0.26666666666666666,0.19387413476088336,0.0,0.6120637608012737,0.04085963083295127,142.1471278485398,0.49999999999999994,0.3971300673488314,-0.20723498028278928,-0.8135038097912787,-1.2225730831884163,0.805422506896145,-0.3253285804069595,0.06426094732849155,1.06964674764735,1.8869998465350324,722.1983420093549,1118.3482791894617,2299.038779051082,4274.450497933176
1,-0.28802736616866326,-0.4067000603384882,-0.14600891825943027,0.34280318323731895,0.521921369861696,0.7927831553458508,0.11751402243763888,0.27240191631830923,0.6285051314001233,0.44774299112291654,0.6616697479843242,0.806116452884701,1.0867817447808756,1.180694093695032,1.1767233595067887,-1.377912399854579,-1.6314134332440375,-2.8324955539432777,2.4646941446354544,2.8121075269390694,4.009218913450066,0.8419794242249953,0.9038604483516569,-0.5133464399298802,0.45133484312031147,0.21390161809191754,-0.25991213837975646,39,50,64,2418.730013277377,1.0393114288717653,0.45600014355839563,0.20793613092527743,1.1349468609184958,3.062034038620018,0.1617081526077116,2.9003258860123062,1.0426523415207538,0.7918799035185526,0,1.0393114288717653,-27.43704911567219,-21.682096116321524,-0.1626572559982657,-0.3861507596058229,0.8672037726978256,0.0,2.0451046944449067,0.013088459319263931,7.151121749485615,0.4,0.28295378925369996,0.0,1.9113218591099213,0.02248870338527483,45.08270235788251,0.18333333333333335,0.24437516248056354,0.03333333333333333,2.863452763869411,0.06108969797083502,276.15984697834836,0.2,0.14667028976241894,0.0,0.5806329657599392,0.020513191486637793,34.14228673934835,0.3666666666666667,0.2670533287722003,-0.545921601529501,-0.8314382075465594,-0.6447401731070798,-0.18713252643181738,-0.08454308476367982,0.486770649037597,0.6695445828701799,1.2822135299788562,285.3931421463713,641.4621400860119,947.8517695101316,1918.7335809060185
