timestamp,x,y,z
5097077,438,-2562,3360
5097117,348,-2353,3358
5097157,403,-2489,3425
5097197,368,-2238,3351
5097238,261,-2305,3488
5097279,265,-2268,3469
5097318,323,-2318,3340
5097359,372,-2456,3307
5097399,410,-2399,3334
5097439,403,-2365,3363
5097480,423,-2402,3427
5097520,359,-2258,3408
5097560,341,-2443,3474
5097600,286,-2208,3504
5097640,246,-2250,3496
5097681,258,-2318,3320
5097721,251,-2391,3250
5097761,249,-2389,3290
5097801,288,-2460,3165
5097842,313,-2291,3155
5097883,400,-2564,3254
5097922,435,-2576,3188
5097962,556,-2700,3290
5098003,474,-2513,3175
5098043,440,-2849,3359
5098084,536,-2583,3130
5098123,432,-2754,3222
5098164,412,-2596,3320
5098204,395,-2484,3238
5098244,409,-2528,3282
5098285,456,-2623,3206
5098325,412,-2504,3209
5098365,466,-2506,3218
5098405,510,-2583,3282
5098446,595,-2669,3214
5098487,554,-2760,3239
5098526,482,-2464,3187
5098567,524,-2616,3215
5098607,521,-2676,3069
5098647,514,-2528,3190
5098688,521,-2635,3257
5098727,568,-2666,3126
5098768,592,-2757,3220
5098808,520,-2621,3127
5098848,550,-2559,3155
5098889,516,-2550,3278
5098929,510,-2421,3284
5098969,612,-2554,3187
5099009,589,-2742,3121
5099050,619,-2596,3066
5099090,613,-2693,3037
5099130,634,-2735,3154
5099170,653,-2612,3155
5099210,674,-2682,3179
5099250,605,-2611,3162
5099291,621,-2771,3080
5099331,574,-2658,3053
5099371,662,-2690,3064
5099411,670,-2665,3176
5099451,639,-2732,3069
5099492,659,-2763,3164
5099532,744,-2657,3129
5099572,711,-2528,3250
5099612,567,-2404,3178
5099652,527,-2414,3389
5099693,597,-2402,3188
5099732,591,-2603,3176
5099773,693,-2538,3190
5099813,612,-2454,3263
5099853,671,-2453,3316
5099894,565,-2450,3195
5099933,617,-2491,3344
5099973,626,-2328,3372
5100014,652,-2407,3341
5100054,676,-2403,3410
5100095,668,-2360,3330
5100134,554,-2315,3305
5100174,608,-2534,3361
5100214,593,-2126,3378
5100255,619,-2271,3493
5100295,668,-2460,3342
5100335,627,-2526,3294
5100375,562,-2250,3488
5100415,500,-2302,3495
5100455,472,-2247,3442
5100496,684,-2139,3229
5100536,417,-2021,3565
5100576,491,-2358,3313
5100616,471,-2422,3452
5100657,425,-2003,3547
5100697,347,-2277,3700
5100737,501,-1762,4352
5100777,480,-2686,3182
5100817,565,-2839,3081
5100858,918,-2625,3494
5100898,1009,-1947,3173
5100938,928,-2739,3064
5100978,1048,-2732,2755
5101018,1032,-2474,3079
5101059,755,-2292,2183
5101100,1032,-1676,4185
5101139,612,-1402,3744
5101179,431,-2274,3506
5101220,566,-1251,4546
5101260,542,-1469,3792
5101301,592,-1608,3880
5101341,707,-525,4315
5101381,905,-380,3881
5101421,830,-445,3725
5101462,536,-679,3581
5101502,544,-395,3831
5101542,441,-585,4163
5101582,153,-983,4432
5101622,202,-550,4356
5101663,-218,-1152,4637
5101704,-390,-642,4773
5101743,-276,-316,4522
5101784,329,-514,4712
5101824,842,-1179,4053
5101864,1433,-1433,3379
5101905,1380,-1907,2939
5101945,1172,-2235,2391
5101985,1170,-2410,2812
5102025,775,-2002,3090
5102065,461,-1436,3727
5102106,271,-1624,4155
5102146,52,-1377,4387
5102186,154,-1163,4329
5102226,188,-1293,4172
5102266,352,-1213,4151
5102308,512,-1691,3880
5102347,629,-1694,3705
5102387,606,-2059,3654
5102428,455,-1876,3647
5102468,359,-1750,3603
5102509,265,-2104,3706
5102548,321,-1670,3663
5102589,339,-1829,3686
5102629,447,-1984,3766
5102669,427,-2022,3629
5102710,413,-1928,3736
5102750,450,-1797,3685
5102790,380,-1927,3688
5102830,287,-1753,3626
5102870,308,-1832,3545
5102912,235,-2226,3723
5102951,166,-2041,3608
5102991,124,-2032,3553
5103031,326,-2447,3527
5103072,430,-2048,3457
5103113,382,-2090,3501
5103152,460,-2235,3436
5103192,370,-2157,3391
5103233,276,-2270,3310
5103273,497,-2379,3185
5103314,313,-2531,3223
5103353,325,-2554,3647
5103394,316,-2251,3394
5103434,361,-2479,3358
5103474,408,-2355,3069
5103515,453,-2519,3368
5103555,486,-2456,3366
5103595,458,-2461,3392
5103635,407,-2389,3311
5103675,367,-2488,3336
5103716,418,-2376,3349
5103756,512,-2701,3255
5103796,439,-2503,3319
5103836,440,-2625,3125
5103876,400,-2620,3168
5103917,345,-2714,3191
5103957,465,-2533,3285
5103997,380,-2749,3243
5104037,373,-2633,3092
5104077,411,-2358,3142
5104118,519,-2542,3042
5104157,692,-2327,3390
5104197,588,-2363,3413
5104238,619,-2477,3300
5104278,574,-2610,3288
5104319,526,-2470,3414
5104358,518,-2483,3253
5104398,408,-2535,3318
5104439,530,-2502,3295
5104479,501,-2644,3109
5104520,606,-2640,3215
5104559,578,-2639,3228
5104599,591,-2586,3166
5104640,515,-2591,3158
5104680,559,-2738,3123
5104721,570,-2570,3235
5104760,602,-2618,3139
5104800,535,-2656,3119
5104841,511,-2578,3219
5104881,570,-2547,3115
5104922,550,-2774,3135
5104961,536,-2626,3055
5105001,559,-2597,3304
5105042,622,-2532,3181
5105082,603,-2650,3126
5105123,554,-2682,3239
5105162,516,-2487,3212
5105203,555,-2602,3190
5105243,647,-2605,3160
5105283,576,-2679,3163
5105324,560,-2528,3251
5105363,596,-2578,3274
5105403,491,-2540,3192
5105444,624,-2643,3226
5105484,552,-2651,3287
5105525,641,-2483,3233
5105564,600,-2572,3200
5105605,568,-2341,3329
5105645,555,-2194,3392
5105685,676,-2419,3295
5105726,556,-2512,3265
5105766,629,-2351,3335
5105806,649,-2429,3328
5105846,593,-2503,3264
5105886,578,-2486,3308
5105928,625,-2450,3335
5105967,617,-2477,3228
5106007,570,-2382,3391
5106047,661,-2376,3285
5106088,623,-2473,3287
5106129,750,-2777,3662
5106168,577,-1916,3393
5106209,559,-2505,3451
5106249,596,-2560,3083
5106289,574,-2361,3352
5106330,540,-2324,3353
5106369,576,-2371,3263
5106410,547,-2337,3321
5106450,529,-2261,3250
5106490,341,-2718,3265
5106531,726,-2695,3118
5106571,589,-1677,4103
5106611,601,-2036,3933
5106651,497,-3193,3098
5106691,1012,-1286,3651
5106732,884,-1773,3632
5106772,853,-2265,3702
5106812,851,-1916,3427
5106852,720,-2044,3442
5106893,625,-1977,3361
5106934,838,-1773,3715
5106973,419,-1443,3885
5107014,521,-1143,4052
5107054,97,-763,4115
5107094,239,-1181,4244
5107135,34,-132,4360
5107174,207,-511,4516
5107215,642,-1245,3849
5107255,834,-1168,3732
5107295,1100,-1640,3600
5107336,774,-1063,3520
5107376,872,-640,3739
5107416,562,-1267,4095
5107456,435,-1373,4209
5107497,749,-1315,3996
5107538,868,-1415,3693
5107577,891,-878,3959
5107618,875,-558,4407
5107658,696,-223,4127
5107698,692,-893,4003
5107739,461,-1163,3859
5107778,643,-1348,3696
5107819,661,-1403,3723
5107859,934,-1851,3873
5107899,823,-1341,3542
5107940,859,-1321,3936
5107980,756,-1372,4161
5108020,789,-1352,3717
5108060,963,-1511,3797
5108101,899,-1698,3620
5108141,774,-1608,3642
5108181,736,-1639,4033
5108221,639,-1455,3800
5108261,591,-1265,3668
5108301,761,-1420,4040
5108342,881,-1386,3761
5108382,994,-1525,3622
5108422,832,-1752,3782
5108462,622,-1803,3824
5108502,581,-1762,4018
5108548,606,-2210,3890
5108587,712,-2106,3429
5108627,948,-1910,3129
5108667,1141,-1387,3198
5108708,1324,-1419,2815
5108748,1275,-1715,3292
5108788,926,-1740,3406
5108828,1145,-1294,4054
5108868,1017,-1560,4085
5108908,960,-1358,4047
5108949,901,-1427,4276
5108988,640,-1599,3837
5109028,626,-1314,4190
5109069,628,-1264,4247
5109109,510,-1431,3460
5109150,537,-1503,3860
5109189,509,-1434,3853
5109229,453,-1642,3820
5109269,474,-1476,4072
5109310,308,-1506,3825
5109350,285,-1235,4106
5109390,270,-1542,3862
5109430,203,-1377,4110
5109470,176,-1483,3519
5109510,559,-2008,3486
5109551,424,-1484,3634
5109591,637,-1661,3663
5109631,752,-1851,3876
5109671,637,-1916,3635
5109711,577,-1908,3795
5109752,482,-1866,3850
5109792,347,-1683,3895
5109832,355,-1910,3763
5109872,281,-1844,3542
5109913,394,-1726,3668
5109953,470,-1759,3635
5109993,604,-1879,3593
5110033,656,-1928,3745
5110073,618,-2048,3649
5110113,410,-1982,3591
5110154,339,-1880,3696
5110194,425,-1969,3705
5110234,534,-1975,3622
5110274,515,-2085,3552
5110314,511,-1941,3679
5110355,467,-1927,3602
5110395,449,-1852,3625
5110436,446,-1954,3609
5110476,392,-2022,3585
5110516,409,-2130,3526
5110557,400,-1912,3608
5110597,434,-2139,3564
5110637,421,-2192,3520
5110677,454,-2103,3572
5110717,530,-2113,3582
5110758,455,-2124,3539
5110798,413,-2017,3594
5110838,428,-2038,3535
5110878,467,-2036,3623
5110919,490,-2119,3606
5110960,492,-1994,3653
5110999,456,-2056,3565
5111039,421,-2203,3593
5111080,375,-1973,3546
5111120,449,-2116,3538
5111161,478,-2158,3470
5111200,498,-2230,3564
5111241,400,-2057,3571
5111281,368,-2291,3341
5111321,490,-2530,3373
5111362,457,-2268,3427
5111402,404,-2311,3402
5111442,418,-2347,3424
5111482,467,-2458,3398
5111522,450,-2290,3368
5111563,472,-2316,3390
5111603,377,-2539,3381
5111643,385,-1853,3596
5111683,438,-2311,3280
5111724,339,-2182,3460
5111765,417,-2517,3256
5111804,638,-2301,3368
5111845,643,-2364,3286
5111885,445,-2173,3485
5111925,435,-2271,3669
5111966,458,-2088,3568
5112005,477,-2276,3437
5112046,515,-2227,3481
5112086,521,-2299,3490
5112126,446,-2182,3490
5112167,443,-2214,3461
5112207,432,-2283,3427
5112247,406,-2311,3390
5112287,420,-2239,3444
5112328,475,-2460,3370
5112368,466,-2402,3335
5112408,377,-2329,3440
5112448,409,-2245,3358
5112488,368,-2264,3486
5112529,469,-2386,3369
5112570,468,-2366,3466
5112609,396,-2328,3351
5112649,404,-2361,3334
5112690,393,-2346,3411
5112730,474,-2328,3366
5112771,434,-2416,3348
5112811,415,-2466,3408
5112851,424,-2369,3355
5112891,367,-2312,3401
5112931,410,-2338,3391
5112972,378,-2368,3348
5113012,354,-2411,3412
5113052,473,-2384,3321
5113092,367,-2425,3319
5113132,314,-2374,3401
5113173,422,-2406,3293
5113212,364,-2512,3335
5113253,377,-2408,3351
5113293,397,-2405,3309
5113333,363,-2385,3370
5113374,441,-2346,3362
5113413,351,-2497,3370
5113454,447,-2313,3364
5113494,371,-2386,3414
5113534,363,-2376,3398
5113575,299,-2342,3358
5113614,432,-2423,3416
5113654,331,-2231,3447
5113695,382,-2471,3272
5113735,407,-2437,3445
5113776,396,-2454,3392
5113815,327,-2382,3317
5113855,296,-2319,3357
5113896,393,-2386,3364
5113936,416,-2474,3441
5113977,408,-2379,3307
5114016,394,-2279,3409
5114056,394,-2415,3411
5114096,444,-2440,3326
5114137,410,-2282,3398
5114178,383,-2449,3389
5114217,379,-2418,3336
5114257,352,-2371,3418
5114297,377,-2338,3361
5114338,387,-2447,3359
5114379,427,-2412,3386
5114418,396,-2325,3329
5114458,342,-2300,3362
5114499,388,-2405,3381
5114539,407,-2249,3392
5114580,412,-2491,3404
5114619,477,-2313,3392
5114659,447,-2434,3424
5114699,439,-2353,3446
5114740,409,-2433,3344
5114781,406,-2265,3342
5114820,380,-2375,3340
5114861,431,-2544,3244
5114901,402,-2473,3362
5114941,412,-2326,3408
5114982,416,-2459,3302
5115022,444,-2439,3335
5115062,376,-2397,3324
5115102,390,-2419,3387
5115142,404,-2439,3326
5115183,415,-2426,3311
5115223,379,-2443,3371
5115263,386,-2437,3295
5115303,435,-2426,3358
5115344,453,-2494,3218
5115385,458,-2576,3304
5115424,501,-2377,3317
5115464,531,-2531,3254
5115505,502,-2405,3234
5115545,486,-2424,3288
5115586,427,-2545,3400
5115625,480,-2559,3272
5115666,416,-2415,3434
5115706,405,-2319,3384
5115746,488,-2550,3285
5115787,441,-2313,3123
5115827,541,-2500,3178
5115867,567,-2478,3200
5115907,532,-2364,3332
5115948,543,-2706,3202
5115988,540,-2411,3427
5116028,420,-2440,3291
5116068,438,-2677,3293
5116108,410,-2468,3475
5116149,398,-2385,3390
5116190,456,-2550,3576
5116229,585,-2642,3457
5116269,751,-2341,3401
5116310,789,-2354,3342
5116350,918,-2658,3182
5116391,1165,-2411,3394
5116431,1313,-2288,3269
5116471,1572,-2273,3290
5116511,1477,-2279,2996
5116552,1521,-2184,2994
5116592,1520,-1852,3075
5116632,1260,-1994,2951
5116672,1280,-1726,3422
5116712,1170,-1886,3500
5116753,781,-2120,3010
5116794,837,-1275,4108
5116833,726,-1341,3523
5116873,962,-824,3859
5116914,946,-1041,4031
5116954,849,-1631,3900
5116995,928,-1139,4042
5117035,825,-906,4117
5117075,843,-1283,4146
5117115,967,-1383,3870
5117155,960,-1035,3754
5117196,1006,-979,4012
5117236,886,-1102,3951
5117276,761,-893,3936
5117316,881,-1177,3699
5117356,1023,-1214,3916
5117398,991,-832,4100
5117437,1150,-1214,4064
5117477,1243,-1519,3967
5117517,1405,-961,3813
5117557,1433,-1045,3617
5117598,1479,-1266,3719
5117638,1466,-1160,3383
5117678,1686,-1184,3188
5117718,1614,-1603,2944
5117758,1680,-2055,3256
5117799,1519,-2363,2714
5117838,1607,-1996,3206
5117879,1361,-1905,3636
5117919,912,-1907,3671
5117959,623,-1517,4123
5118000,385,-1614,3778
5118039,396,-1732,3416
5118079,617,-1944,3881
5118120,493,-2224,3203
5118160,711,-2168,3484
5118201,676,-2461,3600
5118240,844,-2532,3349
5118280,959,-2393,3357
5118320,973,-2506,2992
5118361,1122,-3083,2971
5118402,1294,-2956,3262
5118441,1208,-2867,3275
5118481,1217,-2445,3226
5118522,948,-2224,3293
5118562,781,-2670,3620
5118603,834,-2175,2507
5118642,990,-2524,3269
5118682,1027,-2631,2661
5118722,1074,-3122,1978
5118763,1172,-3239,2106
5118803,1044,-3111,2170
5118843,1031,-3788,1959
5118883,837,-3562,2173
5118923,1050,-4003,2080
5118964,934,-3086,2235
5119005,676,-3842,2438
5119044,679,-3452,2227
5119084,612,-3887,2111
5119125,693,-3410,2520
5119165,836,-2348,3108
5119206,867,-3131,3043
5119245,873,-1947,3193
5119285,1055,-2265,3779
5119326,1070,-2099,3377
5119366,1049,-2370,3110
5119407,1093,-2516,3271
5119447,1065,-2390,3039
5119487,960,-1686,3630
5119527,1190,-1988,3592
5119568,1154,-1799,3446
5119608,846,-2087,3282
5119648,979,-1793,3874
5119688,748,-1722,3659
5119728,905,-1557,3477
5119769,788,-1137,3340
5119810,1220,-1287,3791
5119849,1295,-962,3816
5119889,1787,-1334,3943
5119930,2072,-1441,4002
5119970,2215,-946,4132
5120011,2336,-1065,3569
5120051,2094,-2323,3015
5120091,1481,-2015,3228
5120131,1093,-2298,3071
5120171,418,-2700,3004
5120212,219,-2295,3306
5120252,261,-1572,3591
5120292,307,-1609,3358
5120332,434,-2066,3498
5120372,738,-2097,3364
5120414,965,-2316,3519
5120453,1093,-2286,3535
5120493,1304,-2429,3321
5120534,1350,-2581,3218
5120574,1436,-2497,3082
5120621,1535,-2656,3008
5120661,1561,-2783,2790
5120701,1550,-2808,2697
5120741,1528,-2708,2824
5120781,1361,-2864,2744
5120822,1334,-2625,2887
5120862,1197,-2714,2891
5120902,1114,-3029,3048
5120942,1067,-2572,3011
5120982,1154,-2572,2838
5121023,1279,-2601,2794
5121062,1461,-2582,2653
5121103,1507,-2844,2663
5121143,1279,-3204,2668
5121183,1105,-3269,2655
5121224,1035,-3028,2950
5121264,961,-2754,2927
5121304,927,-2635,2930
5121344,858,-2665,3183
5121385,967,-2537,3205
5121425,994,-2394,3139
5121465,1148,-2560,3008
5121505,1197,-2794,2732
5121545,1206,-2808,2676
5121586,1200,-2865,2657
5121627,1239,-2845,2387
5121666,1211,-3192,2516
5121706,1247,-3019,2531
5121747,1232,-3064,2549
5121787,1147,-3214,2631
5121828,1091,-2981,2687
5121868,1091,-2993,2715
5121908,1158,-2837,2697
5121948,1192,-2889,2657
5121989,1234,-2975,2628
5122029,1234,-3087,2630
5122069,1265,-3045,2586
5122109,1323,-3080,2464
5122149,1348,-3203,2443
5122190,1274,-3118,2513
5122231,1298,-3359,2421
5122270,1230,-3199,2390
5122310,1271,-3065,2359
5122350,1331,-3153,2264
5122390,1336,-3014,2290
5122431,1292,-3183,2370
5122471,1229,-3011,2470
5122511,1138,-3180,2657
5122551,980,-3092,2728
5122592,999,-2834,2891
5122632,1036,-2757,2837
5122672,1135,-2663,2817
5122712,1160,-2769,2696
5122752,1229,-2887,2628
5122792,1233,-2878,2523
5122833,1283,-3135,2401
5122873,1254,-3162,2415
5122913,1202,-3177,2482
5122953,1116,-3236,2527
5122993,1092,-3137,2450
5123034,1153,-3004,2550
5123074,1262,-3082,2501
5123114,1317,-3134,2547
5123154,1328,-3126,2490
5123194,1394,-3198,2406
5123235,1450,-3181,2315
5123274,1567,-3197,2130
5123315,1537,-3258,2044
5123355,1496,-3402,1959
5123395,1471,-3530,1968
5123436,1383,-3529,2001
5123475,1407,-3514,2070
5123515,1390,-3335,2073
5123556,1383,-3102,2197
5123596,1254,-3113,2646
5123637,1134,-2754,2702
5123676,748,-2467,2931
5123716,1087,-1435,3441
5123757,763,-1178,3215
5123797,196,-1283,4063
5123838,-376,-61,5107
5123877,-1236,341,5446
5123918,-41,-1840,4511
5123958,807,-389,4052
5123998,1627,-2137,3386
5124039,1007,-1095,3302
5124078,580,-1558,4223
5124119,105,-2110,4272
5124159,384,628,4572
5124199,-111,2200,3809
5124240,971,828,4558
5124280,559,-465,4355
5124320,119,78,4260
5124360,1031,-1335,4372
5124401,1558,-1503,3767
5124441,1261,-468,3416
5124481,868,-2686,2721
5124521,1200,-1568,3364
5124561,268,-3980,2251
5124602,433,-2020,3656
5124643,9,-1403,4220
5124682,494,-2378,3857
5124722,810,-1554,3360
5124763,912,-3674,2776
5124803,954,-3483,2769
5124844,1969,-4355,2433
5124884,2557,-3106,3230
5124924,2026,-2899,2830
5124964,1653,-2377,2955
5125004,527,-2380,2501
5125045,113,-1908,2875
5125085,-201,-2199,3174
5125125,-805,-2712,4010
5125165,-714,-1317,4376
5125206,-449,-1710,3731
5125247,-358,-1717,3812
5125286,-36,-938,3762
5125326,505,-702,3801
5125367,903,-670,3440
5125407,1510,-2167,1783
5125448,1609,-390,2529
5125487,1022,-223,3946
5125528,41,-1548,5840
5125568,227,-4601,3434
5125608,-1852,-886,7902
5125649,-94,-1936,3400
5125689,512,-1262,3503
5125729,610,-2278,1817
5125769,-420,418,5968
5125810,111,-4788,1687
5125851,-556,-1168,5808
5125890,-641,12,4235
5125930,67,-2381,3704
5125971,424,-2639,3443
5126011,31,-2167,3694
5126052,584,-1713,4464
5126091,552,-2720,3747
5126131,875,-1811,4356
5126172,357,-1309,3605
5126212,-788,-1208,3499
5126253,-423,-601,4121
5126292,-890,-909,3881
5126333,-338,-1066,3818
5126373,-249,-1037,3978
5126413,118,-1064,4037
5126454,523,-1283,3810
5126494,1146,-1174,3589
5126534,1412,-1500,2933
5126574,2043,-2348,2729
5126615,2135,-2088,2501
5126655,2295,-2537,2701
5126695,2190,-3074,2729
5126735,2137,-3413,2102
5126775,1670,-3288,2952
5126816,2502,-2186,2362
5126856,1583,-1425,3193
5126896,1574,-2664,3641
5126936,1505,-1798,3145
5126976,1234,-2307,3420
5127016,959,-2094,3857
5127057,1193,-2030,3653
5127097,1051,-2277,3130
